SMILES,DS,QED,SA,SIM
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
O=C1NCc2cc(C3(CO)CCOCC3)ccc2-n2cccc21,7.8,0.8880332449068763,0.7788414667355263,0.5084745762711864
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)Cc1ccc(-c2ccc3c(c2)CNC(=O)c2cccn2-3)cc1,9.5,0.7980474629747213,0.8379943070914843,0.8297872340425532
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CCN(C)C,3.0,0.4383084129119297,0.9051450981606556,0.1136363636363636
CN(C)c1ccc2c(c1)CNC(=O)c1cccn1-2,7.4,0.8261028624191696,0.8154239270265394,0.6808510638297872
CC=CCc1ccc2c(c1)CNC(=O)c1cccn1-2,8.0,0.8192788875909223,0.791698120494168,0.68
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.7,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)CN(Cc1ccc2c(c1)CNC(=O)c1cccn1-2)CC(F)(F)F,7.5,0.8273647739014112,0.768229415700619,0.7222222222222222
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
CN(C)Cc1ccc(O)cc1-c1ccc2c(c1)CNC(=O)c1cccn1-2,9.9,0.76515642460187,0.8078635748597781,0.631578947368421
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1cccc(-c2ccc3c(c2)CNC(=O)c2cccn2-3)c1,9.9,0.7276590994947095,0.8457466568937791,0.5769230769230769
O=C1NCc2cc(CNc3ccc4c(c3)CNC(=O)c3cccn3-4)ccc2-n2cccc21,10.2,0.4727476797959654,0.7735484406975964,0.6470588235294118
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)CNCc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.8328572240704064,0.7884316490118102,0.74
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)CN(Cc1ccc2c(c1)CNC(=O)c1cccn1-2)CC(F)F,7.6,0.8147235808659415,0.7595358455530226,0.7222222222222222
O=C1NCc2ccccc2-n2cccc21,7.0,0.6867479623439439,0.8424090240956021,0.5777777777777777
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(CC(CN)CC#N)c1ccc2c(c1)CNC(=O)c1cccn1-2,7.7,0.875609677053648,0.7075703477350567,0.5409836065573771
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.1,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
O=C1NCc2ccccc2-n2cccc21,7.0,0.6867479623439439,0.8424090240956021,0.5777777777777777
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.1,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CCCCCc1ccc2c(c1)CNC(=O)c1cccn1-2,8.0,0.8466129889668458,0.8357975670903117,0.68
CCN(C)C,3.0,0.4383084129119297,0.9051450981606556,0.1136363636363636
O=C1NCc2cc(COCc3ccc4c(c3)CNC(=O)c3cccn3-4)ccc2-n2cccc21,10.0,0.5122896608932177,0.7685625730683735,0.717391304347826
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CCNCc1ccc2c(c1)CNC(=O)c1cccn1-2,7.7,0.8786405577007301,0.8239132253892727,0.68
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.5,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CCCOc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.9165663901125128,0.8340055330815803,0.5961538461538461
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CNCN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.4,0.8328572240704065,0.778919084909246,0.7755102040816326
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CNCC(=O)c1ccc2c(c1)CNC(=O)c1cccn1-2,7.7,0.8208477199680504,0.8075601432920894,0.5636363636363636
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CNCN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8328572240704065,0.778919084909246,0.7755102040816326
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.1,0.8879035012540928,0.8211991202351676,1.0
CCN(C)C,3.0,0.4383084129119297,0.9051450981606556,0.1136363636363636
CCN(C)C,2.8,0.4383084129119297,0.9051450981606556,0.1136363636363636
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.1,0.8879035012540928,0.8211991202351676,1.0
O=C(O)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,8.2,0.8515407740292167,0.8259703453063926,0.673469387755102
CNC(=O)CCNCc1ccc2c(c1)CNC(=O)c1cccn1-2,8.0,0.7195761139730222,0.8172615481466526,0.5862068965517241
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CCN(C)C,3.0,0.4383084129119297,0.9051450981606556,0.1136363636363636
CCN(C)C,3.0,0.4383084129119297,0.9051450981606556,0.1136363636363636
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CNCN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8328572240704065,0.778919084909246,0.7755102040816326
O=C1NCc2cc(N3CCNC3=O)ccc2-n2cccc21,9.1,0.8264125936939964,0.7998607831017639,0.5471698113207547
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8879035012540928,0.8211991202351676,1.0
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.1,0.8879035012540928,0.8211991202351676,1.0
CCN(C)C,2.9,0.4383084129119297,0.9051450981606556,0.1136363636363636
CNCN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.2,0.8328572240704065,0.778919084909246,0.7755102040816326
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
CN(C)CNCc1ccc2c(c1)CNC(=O)c1cccn1-2,7.4,0.8328572240704064,0.7884316490118102,0.74
[CH2]CCCN(C)C,3.7,0.5141704749033345,0.8008563536340767,0.1
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
O=C1NCc2cc(CN3C(=O)CCCC3=O)ccc2-n2cccc21,8.6,0.8561626212196914,0.8154334416971327,0.6346153846153846
NCCCN(Cc1ccc2c(c1)CNC(=O)c1cccn1-2)c1ccc2c(c1)CNC(=O)c1cccn1-2,10.6,0.3950914874657208,0.7498498938203169,0.6428571428571429
CN(C)Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.3,0.8879035012540928,0.8211991202351676,1.0
Cc1ccc2c(c1)CNC(=O)c1cccn1-2,7.6,0.7119436489699199,0.8303377948238011,0.6521739130434783
O=C1NCc2cc(-c3ccc(CNCc4cccc(-c5ccc6c(c5)CNC(=O)c5cccn5-6)c4)cc3)ccc2-n2cccc21,11.7,0.2110433278658517,0.7649487272839745,0.5614035087719298
NCC(CCc1ccc(-c2ccc3c(c2)CNC(=O)c2cccn2-3)cc1)Cc1cccc2ccccc12,10.1,0.2845483385436234,0.7618360760590573,0.4571428571428571
O=CNC1(c2ccc3c(c2)CNC(=O)c2cccn2-3)CC1,7.9,0.8365610771701286,0.7576575464477077,0.5178571428571429
CNCN(C)CC(F)(F)c1cc(C)cc(N2CCNC2=O)c1,8.2,0.7865518838690608,0.7577423620219843,0.1944444444444444
Cc1cccc(-c2ccc3c(c2)CNC(=O)c2cccn2-3)c1,10.0,0.7276590994947095,0.8457466568937791,0.5769230769230769
CCCc1ccccc1-c1ccc2c(c1)CNC(=O)c1cccn1-2,9.9,0.76603806840336,0.8363924479083129,0.543859649122807
