SMILES,DS,QED,SA,SIM
Cc1cn(-c2ccnc3c2OCO3)c(=O)cc1Cc1c(F)cccc1C(N)=O,9.6,0.7465802110073935,0.7776637511231683,0.2786824163550413
Cc1cccc(NC(=O)C(=O)Nc2ccc(F)c(C3=Cc4ccccc4OC=C3)c2)c1,9.7,0.5821194419181037,0.8237691361694063,0.23257303446090216
CCOC(=O)c1cc(-c2nc(/N=C/c3ccc(C4CN(C(=O)c5cccs5)C4)c(Cl)c3)oc2C)[nH]n1,5.7,0.2610762229721294,0.7490178877871343,0.055731966908377784
CC(=O)NC(=O)C1=C(c2nc(Cl)nc(C(=O)N3CC[C@H](CO)C3)n2)COCC1,8.3,0.6985775029506979,0.6942296554678752,0.2012638859642947
CCc1nc(N)sc1C(=O)N1C[C@H](CC(=O)Nc2cccc(C(=O)NC3=NCCS3)c2)CC1=O,9.8,0.5149374426281471,0.7266992489448643,0.18336027987761722
CCc1c(CC(=O)C[C@@H]2C(=O)Nc3ccccc32)oc2ccc(C3=NO[C@H](C)C3)cc12,9.5,0.6289991729604317,0.68170761210709,0.20367692400269044
CC1=CC(C)=CN(C)C(=O)C[C@@H](C)C([C@@H]2CC(=O)NCCN2C(=O)c2cc(C)[nH]c(=O)n2)=C1,6.7,0.707024801067625,0.5856856743839219,0.1387215896355158
Cc1cc(C)cc(C2(c3ccc(OC(=O)NC4=NCCS4)cc3)CC2)c1,9.1,0.8652914306485662,0.8101951756913789,0.3189799989187446
CCC(=O)Nc1nc(-c2ccc(-c3nc(NC(=O)CC)sc3C)cc2)cs1,8.7,0.6137818081772696,0.8602776596608227,0.2296899082042913
C/[NH+]=C(\S[C@H](C=O)n1nc(C(=O)NC2=NCCS2)nc1N)N1CCC[C@H]1C(=O)[O-],7.8,0.23583390188694775,0.5388675792188332,0.04956246508494503
COc1ccc(-c2ccc(N3C(=O)CN=C3C3=NO[C@H](C)C3)c(OCCO)c2)cc1,8.4,0.758938658988928,0.7421024446542298,0.23654829835488028
Cc1cc(C)cc(C2(c3cccc4c3CCNC4)CC2)c1,8.7,0.8736617293889335,0.8119849823451436,0.3085890887023728
Cc1ccc(C(=O)n2nc(C(C)(C)C)n(-c3ccc(F)c(O)c3)c(=O)c2=O)c(F)c1F,8.6,0.6275958169508117,0.7755462426474717,0.20929371842711317
O=c1ccc2c([nH]1)CCN(n1cnc3cc(-c4ccc(S(=O)(=O)O)cc4)ccc13)C2,9.0,0.49078943623787014,0.7839054493538763,0.17312963109848245
NC(=O)c1sccc1S(=O)(=O)N1C(=O)Cc2ccccc21,8.2,0.9154476406641365,0.8168183775706077,0.30657932720522946
CC(=O)N1CCC(C[C@@H]2N(C)C(=O)C[C@]2(NCC(=N)O)C(=O)NCCC2(C)OCCO2)CC1,7.3,0.2758903949994975,0.6199708864528239,0.06243106465435525
