O=C1NCCn2cc(C=NO)c3cccc1c32,7.8,0.43799664534359267,0.7873811594919877,1.0,
OC=NO,3.6,0.17858685700944307,0.6506136785975748,0.11627906976744186,
N=Cc1cn2c3c(cccc13)C(=O)NCC2,7.8,0.6907155491056897,0.7685949854592525,0.7111111111111111,
O=C1NCCn2cc(C=NO)c3cccc1c32,7.2,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NO)c3cccc1c32,7.7,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NO)c3cccc1c32,7.5,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(CC3CC3)c3cccc1c32,8.3,0.8585710446774467,0.820618305724764,0.5490196078431373,
N#CCc1cn2c3c(cccc13)C(=O)NCC2,8.1,0.7981602345344136,0.7997799036050175,0.5490196078431373,
O=C1NCCn2cc(O)c3cccc1c32,8.0,0.6715099638465978,0.8093945908544247,0.6444444444444445,
O=C1NCCn2cc(C=NO)c3cccc1c32,8.2,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NO)c3cccc1c32,7.8,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NO)c3cccc1c32,7.8,0.43799664534359267,0.7873811594919877,1.0,
N=Cc1cn2c3c(cccc13)C(=O)NCC2,8.4,0.6907155491056897,0.7685949854592525,0.7111111111111111,
O=C1NCCn2cc(C=NO)c3cccc1c32,8.2,0.43799664534359267,0.7873811594919877,1.0,
OC=NO,3.4,0.17858685700944307,0.6506136785975748,0.11627906976744186,
O=C1NCCn2cc(C=NC=NO)c3cccc1c32,8.3,0.36654211502502715,0.7257800785361259,0.8260869565217391,
C=CCCc1cn2c3c(cccc13)C(=O)NCC2,8.5,0.8217101929737181,0.8049780690383737,0.5769230769230769,
O=C1NCCn2cc(C=NO)c3cccc1c32,8.1,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NC=NO)c3cccc1c32,8.4,0.36654211502502715,0.7257800785361259,0.8260869565217391,
O=C1NCCn2cc(C=NO)c3cccc1c32,8.1,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(O)c3cccc1c32,8.0,0.6715099638465978,0.8093945908544247,0.6444444444444445,
O=C1NCCn2cc(C=NO)c3cccc1c32,8.1,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NC=NO)c3cccc1c32,8.2,0.36654211502502715,0.7257800785361259,0.8260869565217391,
O=C1NCCn2cc(C=NO)c3cccc1c32,8.2,0.43799664534359267,0.7873811594919877,1.0,
O=C1NCCn2cc(C=NC=NO)c3cccc1c32,8.3,0.36654211502502715,0.7257800785361259,0.8260869565217391,
