O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1ccc(Cl)c(C(F)C(F)(F)F)c1,9.6,0.2699422663254772,0.7553541761618126,0.7866666666666666,
O=C(Nc1ccccc1)Nc1ccc(Cl)c(F)c1,8.5,0.8414998892678158,0.9427666117927535,0.28378378378378377,
FC(F)(F)F,3.5,0.3931671530217094,0.879023273436574,0.045454545454545456,
CC(=O)c1ccnc(C(=O)NCCN2CCOCC2)c1,7.2,0.7861586904027112,0.8804197924148964,0.5,
O=C(Nc1ccc(O)cc1)Nc1ccc(Cl)c(C(F)(F)C(F)(F)F)c1,8.7,0.49669391756075026,0.8613497605932062,0.35135135135135137,
O=C(Nc1ccccc1)Nc1ccc(Cl)c(C(F)(F)F)c1,9.0,0.8040902981950878,0.9211305791621197,0.42028985507246375,
Nc1ccc(Cl)c(C(F)(F)F)c1,6.3,0.6331815080954198,0.8949898402957379,0.22535211267605634,
O=C1CCCNCCNC(=O)c2cc(ccn2)Oc2ccc(cc2)NC(=O)Nc2ccc(Cl)c(c2)C(F)(F)c2cc(ccc2Cl)N1,8.0,0.13680503102039965,0.4758183145030554,0.16037735849056603,
O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1ccc(Cl)c(C(F)(F)c2cc(NC(=O)Nc3ccc(Oc4ccnc(C(=O)NCCN5CCOCC5)c4)cc3)ccc2Cl)c1,8.7,0.04769614486226672,0.7014063232695792,0.9117647058823529,
O=CNc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1,8.5,0.6844327617154128,0.855114555576366,0.6388888888888888,
O=Cc1ccc(NC(=O)Nc2ccc(Oc3ccnc(C(=O)NCCN4CCOCC4)c3)cc2)cc1C(F)(F)F,9.2,0.3333603474607032,0.8165623183031919,0.8082191780821918,
O=Cc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)c4cc(NC(=O)Nc5ccc(Oc6ccnc(C(=O)NCCN7CCOCC7)c6)cc5)ccc4Cl)c3)cc2)ccn1,9.2,0.06217362207043182,0.720515734768568,0.8157894736842105,
CN(C)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)c4cc(NC(=O)Nc5ccc(O)cc5)ccc4Cl)c3)cc2)ccn1,10.8,0.09796411155257523,0.7873372481519159,0.4691358024691358,
Nc1ccc(Oc2ccnc(Oc3ccc(Nc4ccc(Cl)c(F)c4)cc3)c2)cc1,10.1,0.3354661746368492,0.8648026199993227,0.2857142857142857,
FC1(F)c2cc(ccc2Cl)-c2ccc(Cl)c(c2)C1(F)F,7.2,0.53336805739357,0.6951923183635011,0.11842105263157894,
FC(F)(F)F,3.5,0.3931671530217094,0.879023273436574,0.045454545454545456,
[CH2]CCC(=O)Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1,9.2,0.658652122450362,0.8417762716350433,0.6486486486486487,
NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)c4cc(NC(=O)Nc5ccc(Oc6ccnc(C(=O)NCCN7CCOCC7)c6)cc5)ccc4Cl)c3)cc2)ccn1,8.0,0.05755967034092772,0.7235705612446508,0.8611111111111112,
O=C(NCCN1CCOCC1)c1cc(-c2ccncc2)ccn1,8.3,0.8985638614059391,0.8752844193930532,0.4861111111111111,
O=C(Cc1ccc(NC(=O)Nc2ccc(Cl)c(F)c2)cc1)NN1CCOCC1,8.7,0.7124169719838552,0.8645090334990204,0.36585365853658536,
CCNC(=O)c1cc(Nc2cc(NC(=O)Nc3ccc(C(=O)C(F)F)cc3)ccc2Cl)ccn1,10.2,0.3211734139874071,0.8380115475355443,0.36363636363636365,
O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1cccc(C(F)(F)F)c1,9.3,0.3941748320397371,0.8433228052161351,0.7671232876712328,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,9.2,0.4613395020059931,0.8592198083211277,0.6571428571428571,
O=C(Nc1ccc(Oc2ccnc(C(=O)NCO)c2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,9.7,0.3759670286050959,0.8437342725477376,0.7101449275362319,
O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1ccc(Cl)c(C(F)(F)c2cc(NC(=O)Nc3ccc(Oc4ccnc(C(=O)NCCN5CCOCC5)c4)cc3)ccc2Cl)c1,9.4,0.04769614486226672,0.7014063232695792,0.9117647058823529,
FC(F)(F)F,3.5,0.3931671530217094,0.879023273436574,0.045454545454545456,
NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)c4cc(NC(=O)Nc5ccc(Oc6ccnc(C(=O)NCCN7CCOCC7)c6)cc5)ccc4Cl)c3)cc2)ccn1,4.9,0.05755967034092772,0.7235705612446508,0.8611111111111112,
CCNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)c4cc(N)ccc4Cl)c3)cc2)ccn1,9.9,0.16174891136806466,0.8080928103988158,0.5822784810126582,
O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1ccc(Cl)c(C(F)(F)c2cc(NC(=O)Nc3ccc(Oc4ccnc(C(=O)NCCN5CCOCC5)c4)cc3)ccc2Cl)c1,8.9,0.04769614486226672,0.7014063232695792,0.9117647058823529,
O=C(Nc1ccc(Oc2ccnc(C(=O)NCCN3CCOCC3)c2)cc1)Nc1ccc(Cl)c(C(F)(F)C(F)F)c1,9.7,0.2640523362913257,0.8012846529483139,0.8611111111111112,
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)c4cc(NC(=O)Nc5ccc(Oc6ccnc(C(=O)NCCN7CCOCC7)c6)cc5)ccc4Cl)c3)cc2)ccn1,7.9,0.057748460922815534,0.7201975073304046,0.8493150684931506,
