,SMILES,DOCKING,QED,SA,TOTAL,MOL,FPS,SIM
0,CC1=NC(C2=CC(S(=O)(=O)C3=CC4=C(C=C3Br)OCCO4)=CC=C2C2N=NN=C2C=O)=CC=C1Br,8.3,0.3599478654927424,0.6797239703804645,0.1015360547890206,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee37b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74564bbdd0>,0.3194444444444444
1,CCC(F)(F)C(=O)C1=C(C2=NC=CN=C2N)C=CC(NC2=NC(C3CCCCN3)CS2)=C1,7.9,0.5601490624661998,0.656108335072302,0.1451697951629686,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752cac0>,0.2696629213483146
2,CN(CC=O)OC1=CC=C(S(=O)(=O)C2=CC(Cl)=C(N)C(Cl)=C2)C(C2=CC=C3C(=O)NCC3=C2)=C1,7.5,0.2768341192587124,0.7502892803290666,0.0778896270409313,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752ca50>,0.32098765432098764
3,CN1N=NN(C2=CC(S(=O)(=O)C3=CC4=C(C=C3Br)OCCO4)=CC=C2NC2=NCCS2)C1=O,9.1,0.5146636421245737,0.7535128607495452,0.1764515813519857,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752cdd0>,0.3373493975903614
4,CC1=CC2=CC(C3=CC=C(N4CCC(C)C(C)C4)C(C4(C)C(=O)CCC4=O)=C3)=CC=C2OC1,8.0,0.5608493860777687,0.6744430103586949,0.1513043793216465,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3eb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752c4a0>,0.32432432432432434
5,CC#CCCC(=O)C1=CC=C(C2=NC=C(Cl)C(Cl)=C2)C(C2NNC(=O)C2C2(O)COC(=O)N2C)=C1,7.0,0.3979314691151593,0.6030319871322614,0.0839878915970411,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3f90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752c3c0>,0.27956989247311825
6,CC1=CC(N)=CC=C1N(C1=CC=C(C2=CC=NN=C2[O-])C(N2CCOCC(O)C2)=C1)C1=NCCS1,8.2,0.5300305407119046,0.6656972923280439,0.1446643572792643,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3cf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752c350>,0.2736842105263158
7,CC1=NSN=C1C1N=C(N)OC1C1=CC=CC=C1CC1=NC(C2=NC3=C(C=C2)CCCC3)N=N1,8.6,0.5910658021182592,0.5754912816632262,0.1462658828835861,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3ba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752ee40>,0.25555555555555554
8,CC1=NC(=O)C(C2=CC=C(C(=O)C3=NN=NC3N3CCC4=C(C=CN=N4)C3)C(N3CCNC(=O)C3)=C2)C(C)=N1,8.5,0.5754157610375058,0.5910788806945475,0.1445493441864213,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752eb30>,0.2916666666666667
9,NS(=O)(=O)C1=CC(C2=CC=C(C3NCCNC3=O)C=C2C2=C3OCOC3=CS2)=CO1,8.3,0.5554689409121153,0.6858124625433173,0.1580932217268054,<rdkit.Chem.rdchem.Mol object at 0x7f7453ee3510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745752e890>,0.3384615384615385
