,SMILES,DOCKING,QED,SA,TOTAL,MOL,FPS,SIM
0,CC1=C(S(=O)(=O)C2=CC=CC=C2C2(C3=CC=C4CNC(=O)C4=C3)CCCOCC2)SC=N1,9.2,0.6252800941250586,0.7023339170638151,0.2020114921736863,<rdkit.Chem.rdchem.Mol object at 0x7f74578c2970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74578c2890>,0.2696629213483146
1,CC1=CC=C(C2=CC=C(C3=CONC3=O)C=C2)C(C)=C1C1=C(C)N(C)C=CC1=O,10.7,0.5597694512420999,0.7758374208756095,0.2323451967250948,<rdkit.Chem.rdchem.Mol object at 0x7f74538ba5f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74578c2e40>,0.2727272727272727
2,CC1=C(C2=CC=CC=C2NC2=NCC(=O)N2C2=NC([O-])=CN=N2)C=C(Cl)C([O-])=C1Cl,9.5,0.6564379667095707,0.6838728486212755,0.2132370485624952,<rdkit.Chem.rdchem.Mol object at 0x7f7451ba1660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745759b740>,0.3194444444444444
3,CC1=NN(C2=CC3=C(S2)N(C)CCC3)C(=O)C1N1CCNC(C2=CC=C(C3CCSC3=O)C=C2)C1=O,8.5,0.6629558897294219,0.5995392255005059,0.1689239257844849,<rdkit.Chem.rdchem.Mol object at 0x7f74573d6e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745759bf90>,0.2976190476190476
4,CC1(C)CCCN1C1=CC(N2CCCN(C3=NC(N)=NC=C3Cl)S2(=O)=O)=CC=C1,8.9,0.793880768519221,0.7591012385394271,0.2681729642128299,<rdkit.Chem.rdchem.Mol object at 0x7f74573d63c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74534fb5f0>,0.3
5,CC1=CC(S(N)(=O)=O)=CC=C1C1=CC(N2C=C(Br)C(=O)NC2=O)=CC=C1N1CC(C)(C(C)C)C1,8.6,0.5079431999045204,0.7731132870915347,0.1688599838816098,<rdkit.Chem.rdchem.Mol object at 0x7f74573d65f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74534fb270>,0.3108108108108108
6,CC1=CC(N)=CC(C2=CC=C(C3(C)COC(=O)OC3)C(N3CCOC(=O)C3)=C2)=C1,10.6,0.6297694040424662,0.7535847814945148,0.2515298585307545,<rdkit.Chem.rdchem.Mol object at 0x7f74573d6c10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74534fb4a0>,0.2833333333333333
7,CC1=CC(N)=CC(C2=CC=C(CC3=CN=NC3C)C=C2C2=CC(O)=CC(Br)=C2)=C1CC1=NOCC1,9.1,0.3363458556060495,0.6505850364255306,0.0995638192280722,<rdkit.Chem.rdchem.Mol object at 0x7f74573d6820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74534fb7b0>,0.2608695652173913
8,NC1=NN(C2=CC(CS(=O)(=O)N3CCCNS3(=O)=O)=CC=C2C2SCCNC2=O)C=C1Cl,8.4,0.5104282178093968,0.6411196015551909,0.1374431249622844,<rdkit.Chem.rdchem.Mol object at 0x7f74573d6740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74534fb120>,0.2653061224489796
9,CC(CCS(C)(=O)=O)C1=C(C2(C3NCC(=O)N3)CCCOCC2)C=C(C2N=NN=N2)C=C1,8.1,0.6421292914142994,0.5748976418662913,0.149509239239978,<rdkit.Chem.rdchem.Mol object at 0x7f74573d6b30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f744d173270>,0.2891566265060241
10,N#CC1=CN=C(C2=CC(N3CCCN(C4CS(=O)(=O)C(=O)N4)S3(=O)=O)=CC=C2)S1,9.3,0.7278576992529351,0.6500671841257851,0.220017728323897,<rdkit.Chem.rdchem.Mol object at 0x7f7453894970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f744d173200>,0.29411764705882354
11,CN1C(=O)OCC1(O)C1=CC=C(C2(C3=CC(F)=C(O)C(F)=C3)COC(C)(C)OC2)C=C1,9.7,0.7709121982580952,0.67729201751166,0.2532343488700484,<rdkit.Chem.rdchem.Mol object at 0x7f7457496820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f744d1736d0>,0.2982456140350877
12,CC1=NC(N)=CC(C2=CC=C(N3CC(=O)NC(C)C3)C=C2C2(C3CC(C)C3)CC2)=N1,8.7,0.8140512371698135,0.7038751627178975,0.2492508444552696,<rdkit.Chem.rdchem.Mol object at 0x7f74574964a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f744d154ba0>,0.2804878048780488
13,NC1=NN=C(C2=CC(C3(N4CCCC4=[NH2+])CCNC3=O)=CC=C2N2CCNC2=O)N1,8.1,0.4149270445931328,0.61999618347355,0.1041875395474192,<rdkit.Chem.rdchem.Mol object at 0x7f7457496e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453eca820>,0.2804878048780488
14,CC1=CC=C2C(C3=CC(S(C)(=O)=O)=CC=C3C3=C(Cl)C=NC(N)=N3)=CC=NC2=C1C,10.7,0.5008594829714971,0.8216656903177317,0.2201733932629571,<rdkit.Chem.rdchem.Mol object at 0x7f7457496040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ecac80>,0.34328358208955223
15,CCN=C1SCCN1N1CCC2=C1C=CC=C2C1=CC=CC=C1C1=NC2=C(C=C1)CCCC2,10.2,0.4841125251190474,0.7610098646574914,0.1878913476821197,<rdkit.Chem.rdchem.Mol object at 0x7f744cd5eeb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453eca190>,0.2911392405063291
16,CN1C=C(C2=CC(C3(N4CCCC5=CC=C(F)C=C54)CCNC3=O)=CC=C2)C(=O)NC1=O,10.8,0.6606925970166962,0.7169134146565236,0.2557760683133842,<rdkit.Chem.rdchem.Mol object at 0x7f74575a8510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef94a0>,0.325
17,CC1=C(C)C(C(O)(C2=CC=CC(ON(C)C)=C2)C(CC(N)=O)C2=CC=CC(S(C)(=O)=O)=C2C)=C(C#N)C(=O)N1,6.4,0.3401195933291177,0.6430519153521976,0.0699886579005118,<rdkit.Chem.rdchem.Mol object at 0x7f74575a8c80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9430>,0.35294117647058826
18,O=C(NN1CCNCC1)C1=CC=C(N2CCN(N3CCC4=C3C=CC=C4)C2=O)C=C1,9.8,0.8045270870083246,0.8009463584447852,0.3157476898986592,<rdkit.Chem.rdchem.Mol object at 0x7f74575a8900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9900>,0.4
19,CC1(C)CC(C2=CC=C(C3CCC3)C(N3CCC4=C(C3)SC(=O)N4)=C2)CC(C)(C)C1,10.3,0.6034180025646173,0.7531913467897736,0.2340619472848522,<rdkit.Chem.rdchem.Mol object at 0x7f74575a8ba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9b30>,0.30864197530864196
20,CC1=CC(C2=CC=C(C3=CC4=C(S3)N(C)CCC4)C=C2N2C(=O)CNCC2C)=NC(=O)N1,9.4,0.641959512781039,0.6905193318162869,0.2083441632947759,<rdkit.Chem.rdchem.Mol object at 0x7f74575a8660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9350>,0.35
21,CC1=CC2=C(OCC(=O)NC2)C(C2=CC(N3CCCC3=[NH2+])=CC=C2N2CCN(NC=O)CC2)=C1,9.0,0.548274788443776,0.7118957167497886,0.1756415130727592,<rdkit.Chem.rdchem.Mol object at 0x7f74538869e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9890>,0.32941176470588235
22,CC(C)([NH3+])C(=O)C1=CC=C(N2CCS(=O)(=O)C2=O)C(C2(S(C)(=O)=O)NC(N)=NC2=O)=C1,7.0,0.400733787877732,0.6026797790892257,0.084529952763109,<rdkit.Chem.rdchem.Mol object at 0x7f7453886970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9c80>,0.2926829268292683
23,CC1=NN(CC(O)C2=CC=C(N3CC(=O)NC3CC(F)F)C=C2C2=NC(=O)NN=C2C)CC1,8.6,0.5650129193437446,0.6076223069386927,0.147625215005779,<rdkit.Chem.rdchem.Mol object at 0x7f7453886200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9dd0>,0.27956989247311825
24,NC1=NC(C2(C3=CC=C(C4=NC=C(Cl)C(Cl)=C4)C(C4=CN=C5SCCN45)=C3)C[NH2+]C2)CS1,9.3,0.5699496699539401,0.608566860207628,0.1612864037209131,<rdkit.Chem.rdchem.Mol object at 0x7f7453886660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef93c0>,0.3561643835616438
25,CC1=NN(C)C(C2=CC=C(C(O)C3=C4NC(=O)COC4=CC=C3)C=C2CC2=C(C)N=NC2)C1,9.8,0.7227434952308311,0.621505335473525,0.2201025798477254,<rdkit.Chem.rdchem.Mol object at 0x7f74578cb9e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9660>,0.313953488372093
26,CNC1=C(C2CNCCN2)C=CC(C(Br)(C#N)N2CC(=O)NC3=CC(Cl)=CC=C32)=C1,7.2,0.3895271135192031,0.6491810029264169,0.0910344967997142,<rdkit.Chem.rdchem.Mol object at 0x7f74578cbb30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9ac0>,0.3333333333333333
27,NC1=CC=C2CCN(C3=CC=C(N4CCC5=C4C=CC=C5N4CCSC4)C=C3)C2=C1,8.9,0.5985825460103678,0.802470790754049,0.2137535290176877,<rdkit.Chem.rdchem.Mol object at 0x7f74578cbf90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9270>,0.3389830508474576
28,CC1=CC(N)=CC(CS(C)(=O)=O)=C1C1CS(=O)(=O)C(=O)N1C1=CC=CC(CC(F)(F)F)=C1,8.5,0.6433616946362767,0.693834387258582,0.1897142485530317,<rdkit.Chem.rdchem.Mol object at 0x7f74537b7f20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7453ef9f20>,0.2987012987012987
