Unnamed: 0,SMILES,DOCKING,QED,SA,TOTAL,MOL,FPS,SIM
0,NC1=NN=CN1C(=O)CC1=C(C2=CC=CC=C2N2NC(=O)C=CC2=O)N=C2SCCN21,10.3,0.4714959953113354,3.4332897018737896,0.1771701631207944,<rdkit.Chem.rdchem.Mol object at 0x7f745698aac0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698aa50>,0.3506493506493506
1,CC1(C2=C(C[SH](=O)=O)C=C(N3CC=C(C4=CC=CC5=CC=CC=C54)CC3)C=C2)CCOCC1,10.9,0.5230753897698092,3.269004987705813,0.2132050802865512,<rdkit.Chem.rdchem.Mol object at 0x7f745698ab30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a9e0>,0.3552631578947368
2,FC1=CC(F)=C2OC(C3=CC=CC=C3C3CCNC(CCCC(F)(F)F)C3)CC2=C1,10.1,0.5753950896352821,3.8599326632646918,0.1982385689746308,<rdkit.Chem.rdchem.Mol object at 0x7f745698aba0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a970>,0.3108108108108108
3,NC1=NC(=O)CC(C2=CC=C(N3CCCN4CCC[NH+]=C43)C=C2NC2=NNC(=O)C2)S1,7.2,0.4882924084853222,4.613797543752524,0.1052016707980255,<rdkit.Chem.rdchem.Mol object at 0x7f745698ac10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a900>,0.3
4,CC1=NC(C2=C(C(=O)CC(N)=S)C=C(CS(=O)(=O)C(C)C)C=C2)=CC2=C1CNC2=O,5.4,0.4962294255035976,3.12244839171255,0.1023853045035547,<rdkit.Chem.rdchem.Mol object at 0x7f745698ac80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a890>,0.4
5,CC1=CC=C2C(=C1)C(C)(C)C(=O)N2CC(=O)C1=CC=C(C2CC23CCCCC3)C=C1,11.3,0.5946475785796286,3.502100808061071,0.2425708234991856,<rdkit.Chem.rdchem.Mol object at 0x7f745698acf0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a820>,0.4461538461538462
6,CC1=CC(C23CCCC2CN(C2=CC=CC=C2C2CC(=O)N=C(N)S2)C3)=C(C)C=C1O,11.3,0.737386630592153,4.197058796490065,0.2686268180881132,<rdkit.Chem.rdchem.Mol object at 0x7f745698ad60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a7b0>,0.2976190476190476
7,NC1=C(SC2=CC=C(C3=CC=CC=C3N3C=C4C(=O)NCCC4=N3)N=C2Cl)C(=O)NC1=O,11.0,0.394167774664312,3.4083663070620407,0.1587794745868012,<rdkit.Chem.rdchem.Mol object at 0x7f745698add0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a740>,0.3108108108108108
8,CNC1=CC=CC(NC2=NC(=O)C(SC3=C(NC4=NC=C(I)C(N)=N4)C(=O)NC3=O)N=N2)=C1,5.7,0.2483262735822527,4.2356304686748,0.0453290728333936,<rdkit.Chem.rdchem.Mol object at 0x7f745698ae40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a6d0>,0.2790697674418604
9,CC1=CC(I)=CN=C1C1=CC=C(C2CNS(=O)(=O)N2)C(C2(S(=O)(=O)C3=CC=CC=C3)CCCC2)=C1,7.4,0.4108825678363554,3.8286842665758183,0.1042448711696605,<rdkit.Chem.rdchem.Mol object at 0x7f745698aeb0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f745698a660>,0.3026315789473684
10,CS(=O)CCC1=C(C2=C(Cl)C=NC=C2Cl)C=CC(C2CC3=CC(F)=CC(F)=C3O2)=C1,9.9,0.4660969654478477,3.796821044767613,0.1590205587940071,<rdkit.Chem.rdchem.Mol object at 0x7f745698af20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182040>,0.3125
11,CC(N=C1SCCN1C1=CC(N2CCCNS2(=O)=O)=CC=C1)NC1=C(Cl)C(=O)CCC1,9.6,0.6684259769663593,4.137596809486792,0.2089910709327729,<rdkit.Chem.rdchem.Mol object at 0x7f745698af90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541820b0>,0.2894736842105263
12,CC1(C)CC(C2=CC=C(C(=O)CN3C(=O)CCCC4=C3C=CS4)C=C2)CC(C)(C)C1,7.4,0.5182301593937705,2.7624591975733566,0.1541959346393751,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182120>,0.4558823529411764
13,CC(C)S(=O)(=O)CC1=C(C2=C([O-])N=C(N)NC2=O)C=C(C2COC(=O)CN2C2=CC(=O)NO2)C=C1,9.8,0.374826689055266,4.360222422170225,0.11509224296533,<rdkit.Chem.rdchem.Mol object at 0x7f74569b40b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182190>,0.25
14,CC(O)C(=O)C1=CC(C(=O)CS(=O)CC=O)=C(N2CCC3=C2C=CC=C3CN2C(=O)CNC(=O)C3=CC=CC=C32)C=C1,9.6,0.2721376339919307,4.070001526155807,0.0860680402265449,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182200>,0.4320987654320987
15,CCC(CO)CCC1=NCCN1C1=CC(C2(C)NC(=O)CNC2=O)=C(CC(C)(C)CO)C=C1,8.6,0.4263633545482025,4.320968361738615,0.1156858134828926,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182270>,0.2613636363636363
16,CC1=CC(N)=CC=C1C1=CC=CC(C2=CC=CC3=C2CCN3C2=CC=C3SCCN(C)C3=C2)=C1,8.9,0.3271350268123708,2.7152775959195203,0.1178304552495442,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541822e0>,0.32
17,CC1CN(C2=CC=C(C(=O)N3CCCCO3)C(C3=CNN=C3O)=C2)CC(=O)N1C1C=CN=[NH+]1,6.9,0.6151190317941859,4.804057033714414,0.1225180639227103,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182350>,0.2954545454545454
18,CN1C(=O)OC(C2=CC=CC=C2C2=CC3=C(CCNC3)N=N2)C1(O)C1N=NN=C1C=O,9.4,0.7011941701474637,4.793818056331348,0.1906395423316557,<rdkit.Chem.rdchem.Mol object at 0x7f74569b42e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541823c0>,0.25
19,N#CC(=S)N(C1=CC=C(NC2=NC(=O)CS2)C(N2CCOC2=O)=C1)N1CC=CCC1,9.3,0.5565945632263889,3.8146373601084944,0.1778748595422739,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182430>,0.2888888888888888
20,CC1=NNC(=O)C(C2=CC=C(C3=C(F)C(C#N)=C(F)C=C3)C=C2C23CCCC2CNC3)=C1,11.7,0.6499323147015122,3.918004189759257,0.2569375649720532,<rdkit.Chem.rdchem.Mol object at 0x7f74569b43c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541824a0>,0.3013698630136986
21,O=C1CC(C2=CC=C(C3=CC=CC(Cl)=N3)C=C2C2=CC3=C(CCNC3)N=N2)CC(=O)N1,7.5,0.4865027020645951,3.0585006266793204,0.1407107583958418,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182510>,0.2950819672131147
22,CCS(=O)(=O)C1=C(N2CC(=O)N(C3C(=O)NC(=O)C3C)C(C)C2)C=C(C2(CO)CCC(C#N)=C2N)C=C1,5.9,0.4264816773550128,4.786855104469569,0.0728751866561621,<rdkit.Chem.rdchem.Mol object at 0x7f74569b44a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182580>,0.2837837837837837
23,CC(C)C1=NOC(C2=CC=CC(C3(C4=NC5=C(C=C4)CCCC5)COC(C)(C)OC3)=C2)C1,11.4,0.6373163654858415,3.8538867196698092,0.248077843253339,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541825f0>,0.2631578947368421
24,CN1N=C2CSCC2=C1C1=NC2=C(CCN(C3=CC(C4=NC=C(I)C(N)=N4)=CC=C3)C2)N1,7.9,0.370873339057163,3.4435949930162844,0.1067200386416339,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182660>,0.3648648648648648
25,CC1=CC(N)=CC=C1C1=CC=C(C2SC(=O)N(C)C2=O)C(C2=C([O-])N(C)N=C2C)=C1,10.5,0.650206778596713,3.651856840993384,0.2407769999534931,<rdkit.Chem.rdchem.Mol object at 0x7f74569b45f0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541826d0>,0.3142857142857143
26,CC(C)C(O)C(=O)C1=NC2=C(CCN(C3=CC=CC=C3C3=NC4=C(C=C3)CCCC4)C2)N1,10.2,0.5954361941294462,3.549280365154761,0.2176562104302059,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182740>,0.3205128205128205
27,CC1=NC(N)=NC(C)=C1C1=C(C2=CC=C([N+]3(C4COC(=O)N4)CCCC3)C=C2)C(O)=NN1,9.6,0.4610637451444278,4.259575041548601,0.1411574309367545,<rdkit.Chem.rdchem.Mol object at 0x7f74569b46d0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f74541827b0>,0.3023255813953488
28,CC1C(=O)N(C(=O)CN2C(=O)CCCC3=CC=CC=C32)C(=O)C1C1=CC=CC=C1,9.8,0.7554797848347147,3.2198517620148674,0.2788788685189372,<rdkit.Chem.rdchem.Mol object at 0x7f74569b4740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182820>,0.4477611940298507
29,C=C1C(C2=C(C(=O)CCCl)C=C(C(=O)NN3CCNCC3)C=C2)C1C1(C(=O)[O-])CCNC1=O,6.0,0.2020360836623001,4.564254712320448,0.0366072229902859,<rdkit.Chem.rdchem.Mol object at 0x7f74569b47b0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f7454182890>,0.2795698924731182
