smiles_safe,safe,frag,score,size
Cn1cccc1/C=C\[NH+]=O,[N+]2(=O)/C=C\c1cccn1C,[1*][N+](=O)/C=C\c1cccn1C,1.0,11
O=C(O)Nc1cccnc1,O2C(=O)Nc1cccnc1,[1*]OC(=O)Nc1cccnc1,1.0,11
O=[N+]([O-])/C=C\c1ccc[nH]1,n12cccc1/C=C\[N+](=O)[O-],[1*]n1cccc1/C=C\[N+](=O)[O-],1.0,11
CCn1nccc1CF,[C@H]2(F)c1ccnn1CC,[1*][C@@H](F)c1ccnn1CC,0.9753099120283328,10
CCn1nccc1[C@H](F)C=O,C2(=O)[C@@H](F)c1ccnn1CC,[1*]C(=O)[C@@H](F)c1ccnn1CC,0.9753099120283328,12
COC(=O)c1cccnc1N,c12cnc(N)c(C(=O)OC)c1,[1*]c1cnc(N)c(C(=O)OC)c1,0.9048374180359596,12
COc1ncccc1C(N)=O,c12cnc(OC)c(C(N)=O)c1,[1*]c1cnc(OC)c(C(N)=O)c1,0.9048374180359596,12
NC(=O)c1cc(Br)cnc1O,O2c1ncc(Br)cc1C(N)=O,[1*]Oc1ncc(Br)cc1C(N)=O,0.9048374180359596,12
OCc1cc(I)ccn1,c12cc(I)cc(CO)n1,[1*]c1cc(I)cc(CO)n1,0.9048374180359596,10
OCc1cccc(CO)n1,c12cc(CO)nc(CO)c1,[1*]c1cc(CO)nc(CO)c1,0.9048374180359596,11
Cc1cc(I)cc(CO)n1,C2c1cc(I)cc(CO)n1,[1*]Cc1cc(I)cc(CO)n1,0.9048374180359596,11
Nc1ncc(Br)cc1C=O,C2(=O)c1cc(Br)cnc1N,[1*]C(=O)c1cc(Br)cnc1N,0.9048374180359596,11
COC(=O)c1cncc(Br)c1,c12ncc(Br)cc1C(=O)OC,[1*]c1ncc(Br)cc1C(=O)OC,0.9048374180359596,12
NC(=O)CS,N1C(=O)CS,[1*]NC(=O)CS,0.9048374180359596,6
COC(=O)Cn1c(Cl)cnc1C,c12nc(C)n(CC(=O)OC)c1Cl,[1*]c1nc(C)n(CC(=O)OC)c1Cl,0.9048374180359596,13
ClC1=CCn2ccnc2O1,c13cn2c(n1)OC(Cl)=CC2,[1*]c1cn2c(n1)OC(Cl)=CC2,0.9048374180359596,11
OCc1cn2c(n1)OC=CC2,C13=CCn2cc(CO)nc2O1,[1*]C1=CCn2cc(CO)nc2O1,0.9048374180359596,12
O=C(O)Nc1ccc(Br)cn1,O2C(=O)Nc1ccc(Br)cn1,[1*]OC(=O)Nc1ccc(Br)cn1,0.9048374180359596,12
Cc1nc(Cl)c(Cl)n1C,C2n1c(C)nc(Cl)c1Cl,[1*]Cn1c(C)nc(Cl)c1Cl,0.9048374180359596,10
COC(=O)Cn1cnc(Cl)c1Cl,c12nc(Cl)c(Cl)n1CC(=O)OC,[1*]c1nc(Cl)c(Cl)n1CC(=O)OC,0.9048374180359596,13
Cc1cn2c(n1)OC(Cl)=CC2,C3c1cn2c(n1)OC(Cl)=CC2,[1*]Cc1cn2c(n1)OC(Cl)=CC2,0.9048374180359596,12
Nc1ccnc(Cl)c1,c12cnc(Cl)cc1N,[1*]c1cnc(Cl)cc1N,0.9048374180359596,9
COC(=O)c1cnccc1N,c12cc(N)c(C(=O)OC)cn1,[1*]c1cc(N)c(C(=O)OC)cn1,0.9048374180359596,12
Nc1cc(Cl)ncc1C(=O)O,O2C(=O)c1cnc(Cl)cc1N,[1*]OC(=O)c1cnc(Cl)cc1N,0.9048374180359596,12
