rv,smi,qed,sa,cur_sentence,seed
11.1,CC1(c2ccc(C(=O)NC3CCOC3c3ccc(Cl)c(F)c3)cc2)NC(=O)NC1=O,0.6484141631063807,3.5876329218296554,[BOS]C[C@]1(c2ccc(C(=O)N[C@@H]3CCO[C@@H]3c3ccc(Cl)c(F)c3)cc2)NC(=O)NC1=O[EOS][EOS],42
11.1,O=C(NCc1nn(-c2ccccc2)c2c1CCC2)NC1CCCC1Cc1ccccc1,0.6206506384832781,3.1267973472610615,[BOS]O=C(NCc1nn(-c2ccccc2)c2c1CCC2)N[C@H]1CCC[C@@H]1Cc1ccccc1[EOS][EOS][EOS][EOS],42
12.9,O=C(c1cccc(CN2CC3c4nc(Nc5ccc(F)cc5)ncc4CS(=O)(=O)C3C2)c1)N1CCCCC1,0.5298103125176767,3.661195746149013,[BOS]O=C(c1cccc(CN2C[C@@H]3c4nc(Nc5ccc(F)cc5)ncc4CS(=O)(=O)[C@@H]3C2)c1)N1CCCCC1[EOS][EOS],42
11.0,O=C(Nc1cnc2c(c1)COCC2)NC1CC(=O)N(c2cccc(C(F)(F)F)c2)C1,0.799520520491437,3.1251734837480463,[BOS]O=C(Nc1cnc2c(c1)COCC2)N[C@H]1CC(=O)N(c2cccc(C(F)(F)F)c2)C1[EOS],42
11.7,O=C(Nc1cc(-c2nnc3n2CCCCC3)ccc1F)NC1CCOC2(CCCC2)C1,0.7596457820945564,3.6420376560920023,[BOS]O=C(Nc1cc(-c2nnc3n2CCCCC3)ccc1F)N[C@@H]1CCOC2(CCCC2)C1[EOS][EOS],42
11.5,CC(NC(=O)N1CCc2c(F)ccc(F)c2C1)c1ccc(F)c2ccccc12,0.6561493234101011,2.861792991434017,[BOS]C[C@@H](NC(=O)N1CCc2c(F)ccc(F)c2C1)c1ccc(F)c2ccccc12[EOS][EOS][EOS][EOS],42
11.7,O=C(Nc1cccc(-c2n[nH]c(=O)[nH]2)c1)C1CC1c1ccc2ccccc2c1,0.5119505199664188,3.1618003889086497,[BOS]O=C(Nc1cccc(-c2n[nH]c(=O)[nH]2)c1)[C@H]1C[C@@H]1c1ccc2ccccc2c1[EOS][EOS][EOS][EOS],42
11.4,O=C(NCCN1C(=O)c2cc(-c3cccc4[nH]ncc34)cc(F)c2C1=O)C1CCCCC1,0.5993596756605889,2.576468264135068,[BOS]O=C(NCCN1C(=O)c2c(F)cc(-c3cccc4[nH]ncc34)cc2C1=O)C1CCCCC1[EOS],42
11.1,O=C(NC1c2ccccc2CC1O)c1ccc(N2CCc3ccccc3C2)cc1,0.724978787814068,2.8757361610878167,[BOS]O=C(N[C@H]1c2ccccc2C[C@@H]1O)c1ccc(N2CCc3ccccc3C2)cc1[EOS][EOS][EOS],42
11.4,O=C(NCC1Cc2cc(-c3[nH]nc4ncccc34)cc(F)c2O1)C1CCS(=O)(=O)CC1,0.6363840446475681,3.407410923182084,[BOS]O=C(NC[C@@H]1Cc2cc(-c3[nH]nc4ncccc34)cc(F)c2O1)C1CCS(=O)(=O)CC1[EOS][EOS][EOS][EOS],42
10.8,CC(NC(=O)N1CCOC(C(C)(C)C)C1)c1ccc(NC(=O)c2ccc(F)cc2)cc1,0.7494659580293823,2.980465691353773,[BOS]C[C@@H](NC(=O)N1CCO[C@@H](C(C)(C)C)C1)c1ccc(NC(=O)c2ccc(F)cc2)cc1[EOS][EOS][EOS][EOS],42
11.7,O=C(C1=NN(c2ccccc2)C(c2ccccc2)C1)N1CCC2(CCOC2=O)C1,0.7568452952173278,3.797420046486814,[BOS]O=C(C1=NN(c2ccccc2)[C@@H](c2ccccc2)C1)N1CC[C@]2(CCOC2=O)C1[EOS],42
11.5,O=C1CCCN1c1cc(C(=O)N2CCCC2c2ccc(F)c(F)c2)cc(C(F)(F)F)c1,0.6269259378670297,2.8749169713017206,[BOS]O=C1CCCN1c1cc(C(=O)N2CCC[C@H]2c2ccc(F)c(F)c2)cc(C(F)(F)F)c1[EOS][EOS][EOS][EOS],42
11.2,Cn1ccc2cccc(NC3CCc4cc(F)cc(F)c4C3)c2c1=O,0.7701525896214948,3.0305259213971922,[BOS]Cn1ccc2cccc(N[C@H]3CCc4cc(F)cc(F)c4C3)c2c1=O[EOS][EOS][EOS],42
11.0,O=C(NC1CCCCC1Cc1ccccc1)N1CCc2ccc(O)cc2C1,0.8548582442078988,2.9671310487039992,[BOS]O=C(N[C@H]1CCCC[C@@H]1Cc1ccccc1)N1CCc2ccc(O)cc2C1[EOS][EOS][EOS],42
11.3,Cc1cccc(-c2ccc(CNC(=O)c3cc4ccccc4[nH]c3=O)cc2)c1,0.5595737903081841,1.8979015617566795,[BOS]Cc1cccc(-c2ccc(CNC(=O)c3cc4ccccc4[nH]c3=O)cc2)c1[EOS][EOS],42
11.6,O=C(NCC(Cc1ccccc1)c1ccccn1)N1CCS(=O)(=O)C2(CCCCC2)C1,0.769582662693149,3.8408729223641913,[BOS]O=C(NC[C@@H](Cc1ccccc1)c1ccccn1)N1CCS(=O)(=O)C2(CCCCC2)C1[EOS][EOS][EOS],42
11.8,O=C1CCCc2ccc(-c3nc(C(F)(F)F)nc(C(F)(F)F)c3C(F)(F)F)cc21,0.5461443534718899,2.9602619245182282,[BOS]O=C1CCCc2ccc(-c3nc(C(F)(F)F)nc(C(F)(F)F)c3C(F)(F)F)cc21[EOS][EOS][EOS][EOS],42
11.7,CC1Oc2c(cccc2-c2ccc3ccccc3c2)N=C1O,0.6936548867452074,2.9700937357984234,[BOS]C[C@H]1Oc2c(cccc2-c2ccc3ccccc3c2)N=C1O[EOS],42
10.8,CC(NC(=O)NC1CCOc2ccccc21)c1ccc(NC(=O)c2ccncc2)cc1,0.5807117596501108,2.8913162101373153,[BOS]C[C@@H](NC(=O)N[C@H]1CCOc2ccccc21)c1ccc(NC(=O)c2ccncc2)cc1[EOS][EOS],42
10.9,Cn1ncc2c1CC(c1nc(-c3ccc(N4CCCC(C(N)=O)C4)cc3)no1)CC2,0.7138167539989037,3.445835027336768,[BOS]Cn1ncc2c1C[C@@H](c1nc(-c3ccc(N4CCC[C@H](C(N)=O)C4)cc3)no1)CC2[EOS][EOS][EOS],42
11.2,O=C(c1nn(-c2ccccn2)c2c1COC2)N1CCCC12CCCCC2,0.8324456419362422,3.4802482446987026,[BOS]O=C(c1nn(-c2ccccn2)c2c1COC2)N1CCCC12CCCCC2[EOS],42
11.6,O=C(c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CC2)N1CCCC(O)CC1,0.6354735770649371,3.008366162312721,[BOS]O=C(c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CC2)N1CCC[C@H](O)CC1[EOS][EOS],42
11.7,O=C1CCc2cccc(-c3ccc4ccncc4c3)c2C1,0.6714395467886107,2.359356027380061,[BOS]O=C1CCc2cccc(-c3ccc4ccncc4c3)c2C1[EOS][EOS],42
11.4,CC1CC(=O)Nc2cc(-c3cccnc3-c3ccccc3)ccc21,0.7335849887034839,2.6606688419423445,[BOS]C[C@@H]1CC(=O)Nc2cc(-c3cccnc3-c3ccccc3)ccc21[EOS][EOS][EOS][EOS],42
12.6,O=C(Nc1cccc(C(=O)N2CC3CC(C2)c2cc4ncccc4cc23)c1)C1CCCCC1,0.5877324428218966,3.8448153685393267,[BOS]O=C(Nc1cccc(C(=O)N2C[C@H]3C[C@@H](C2)c2cc4cccnc4cc23)c1)C1CCCCC1[EOS][EOS][EOS][EOS],42
10.6,OC(CNC(Cc1cccc(F)c1)C1CCCC1)c1ccc2c(c1)OCO2,0.7730278722275447,3.0848478938841364,[BOS]OC(CNC(Cc1cccc(F)c1)C1CCCC1)c1ccc2c(c1)OCO2[EOS][EOS][EOS][EOS],42
11.6,O=C1CCc2ccc(-c3nccc4ccc(F)cc34)cc21,0.6678852163556243,2.2077568612896723,[BOS]O=C1CCc2ccc(-c3nccc4ccc(F)cc34)cc21[EOS][EOS][EOS][EOS],42
11.3,Cn1c(=O)cc(-c2ccc3c(c2)CCC3=O)c2ccccc21,0.6889830435845941,2.168461818725218,[BOS]Cn1c(=O)cc(-c2ccc3c(c2)CCC3=O)c2ccccc21[EOS][EOS][EOS][EOS],42
12.0,O=C(Nc1cc(C2CCCCN2C(=O)Cc2cccc(F)c2)[nH]n1)C1CC(=O)N(C2CCCC2)C1,0.659022929236834,3.3956621519594314,[BOS]O=C(Nc1cc([C@H]2CCCCN2C(=O)Cc2cccc(F)c2)[nH]n1)[C@@H]1CC(=O)N(C2CCCC2)C1[EOS][EOS][EOS],42
11.9,CC1CCc2c1n[nH]c2-c1nc(Cc2cccc3cc(Br)ccc23)no1,0.5163113108131021,3.328270617063181,[BOS]C[C@@H]1CCc2c1n[nH]c2-c1nc(Cc2cccc3cc(Br)ccc23)no1[EOS][EOS],42
12.2,O=C(c1cccc(-c2cnc3[nH]c4ccc(F)cc4c3c2)c1)N1CCCCC1,0.5283012948938476,2.2028741487902437,[BOS]O=C(c1cccc(-c2cnc3[nH]c4ccc(F)cc4c3c2)c1)N1CCCCC1[EOS],42
11.9,CN1Cc2ccc(-c3ccc4oc(-c5ccc(F)cc5)nc4c3)cc2C1=O,0.5126542576901624,2.2563135358025193,[BOS]CN1Cc2ccc(-c3ccc4oc(-c5ccc(F)cc5)nc4c3)cc2C1=O[EOS],42
11.2,NC(=O)C1Cc2c(Oc3cc(-c4ccccc4)nc4ccccc34)cccc2O1,0.5645645750139824,2.7555424720785933,[BOS]NC(=O)C1Cc2c(cccc2Oc2cc(-c3ccccc3)nc3ccccc23)O1[EOS][EOS][EOS][EOS],42
11.1,CCC1(c2ccc(NC(C)c3cccc4ccccc34)cc2)CCC(=O)NC1=O,0.6001107275566872,3.0893393928383484,[BOS]CC[C@]1(c2ccc(N[C@@H](C)c3cccc4ccccc34)cc2)CCC(=O)NC1=O[EOS][EOS][EOS][EOS],42
12.3,O=C1CCc2ccc(C(=O)N3CCC4OCCCC4(CNC(=O)C4CC4c4ccccc4)C3)cc2N1,0.6758750146318144,4.027254478104384,[BOS]O=C1CCc2ccc(C(=O)N3CC[C@H]4OCCC[C@@]4(CNC(=O)[C@@H]4C[C@H]4c4ccccc4)C3)cc2N1[EOS][EOS][EOS][EOS],42
12.0,O=C(Nc1cccc(-c2ccc3ccccc3c2)n1)c1cccnc1N1CCOCC1,0.5406234320680082,2.220049523000391,[BOS]O=C(Nc1cccc(-c2ccc3ccccc3c2)n1)c1cccnc1N1CCOCC1[EOS][EOS][EOS][EOS],42
12.7,COc1cccc(Oc2nc(NC3=NCNC4N=CC=CC34)nc3ccccc23)c1,0.6974293106074012,3.942588337025917,[BOS]COc1cccc(Oc2nc(NC3=NCNC4N=CC=C[C@H]34)nc3ccccc23)c1[EOS][EOS][EOS][EOS],42
11.0,O=C(C1CC(c2ccc3cc(O)ncc3c2)=NO1)N1CCCCCC1c1ccc(F)cc1F,0.6175041113207592,3.588243754362188,[BOS]O=C([C@@H]1CC(c2ccc3cc(O)ncc3c2)=NO1)N1CCCCC[C@H]1c1ccc(F)cc1F[EOS][EOS],42
11.5,O=C(Nc1ccc2c(c1)C(=O)N1CCCCC1CCO2)C1=NOC(c2ccccc2)C1,0.8177829418989644,3.2497437841018115,[BOS]O=C(Nc1ccc2c(c1)C(=O)N1CCCCC1CCO2)C1=NOC(c2ccccc2)C1[EOS][EOS][EOS],42
11.2,O=C(Nc1cc(N2CCOC2=O)ccc1F)c1cn[nH]c1-c1cc2ccccc2o1,0.529792871347144,2.599447507539253,[BOS]O=C(Nc1cc(N2CCOC2=O)ccc1F)c1cn[nH]c1-c1cc2ccccc2o1[EOS][EOS][EOS][EOS],42
13.1,O=C1N=C(c2cccc(-c3cnc4c(c3)CC(=O)N4S(=O)(=O)c3ccccc3)c2)N=C2C=CC=CC12,0.5515668508224587,3.7357217188442,[BOS]O=C1Cc2cc(-c3cccc(C4=NC(=O)C5C=CC=CC5=N4)c3)cnc2N1S(=O)(=O)c1ccccc1[EOS][EOS][EOS][EOS],42
11.4,O=C(c1ccc(-c2cncnc2)cc1F)N1CCC(n2ncc3ccccc32)C1,0.5374885645183245,2.9197578566939786,[BOS]O=C(c1ccc(-c2cncnc2)cc1F)N1CC[C@@H](n2ncc3ccccc32)C1[EOS][EOS][EOS][EOS],42
11.7,O=C(Nc1cc(C2CCCCN2C(=O)Cc2ccc(O)cn2)[nH]n1)C1CCc2ccccc2C1,0.5403539066417297,3.4732119206362553,[BOS]O=C(Nc1cc([C@@H]2CCCCN2C(=O)Cc2ccc(O)cn2)[nH]n1)[C@H]1CCc2ccccc2C1[EOS],42
10.9,O=C(NCC(O)c1ccc(-c2ccccc2)cc1)c1cc(C2CC2)[nH]n1,0.6392552011404629,2.6030950219214795,[BOS]O=C(NC[C@H](O)c1ccc(-c2ccccc2)cc1)c1cc(C2CC2)[nH]n1[EOS][EOS][EOS],42
10.5,COc1cccc(N2CC(C(=O)Nc3ccc(-c4ccc(=O)n(C)n4)cc3)CC2=O)c1,0.6870216595904073,2.6283550262700075,[BOS]COc1cccc(N2CC(C(=O)Nc3ccc(-c4ccc(=O)n(C)n4)cc3)CC2=O)c1[EOS][EOS][EOS][EOS],42
13.1,O=C(NCC1Cc2cc(-c3ccc4c(c3)OCO4)ccc2O1)C1CCCc2[nH]ncc21,0.6801121417613185,3.526559889067081,[BOS]O=C(NC[C@H]1Cc2cc(-c3ccc4c(c3)OCO4)ccc2O1)[C@H]1CCCc2[nH]ncc21[EOS][EOS][EOS][EOS],42
11.0,Cc1ccc(CC(=O)Nc2nonc2-c2nc3ccccc3[nH]2)cc1C(F)(F)F,0.5362139707107348,2.579464733903965,[BOS]Cc1ccc(CC(=O)Nc2nonc2-c2nc3ccccc3[nH]2)cc1C(F)(F)F[EOS][EOS][EOS][EOS],42
11.8,O=C(CC1CCc2cc(F)ccc2C1)NC1c2ccccc2-c2ccccc21,0.6729889522157726,2.7555866005726397,[BOS]O=C(C[C@H]1CCc2cc(F)ccc2C1)NC1c2ccccc2-c2ccccc21[EOS][EOS][EOS],42
11.2,O=C(NCCC1C(=O)Nc2ccc(-c3cccc(F)c3)cc21)c1c(F)cccc1F,0.6446272637845095,2.8507101353317577,[BOS]O=C(NCC[C@@H]1C(=O)Nc2ccc(-c3cccc(F)c3)cc21)c1c(F)cccc1F[EOS][EOS][EOS][EOS],42
11.3,CC1Cc2cc(CNc3nnc(C4CC4c4ccccc4)o3)ccc2O1,0.746482252064868,3.4854218450885917,[BOS]C[C@@H]1Cc2cc(CNc3nnc([C@@H]4C[C@H]4c4ccccc4)o3)ccc2O1[EOS][EOS][EOS],42
11.3,CC(c1ccc2ccccc2c1)n1nnnc1N1CCC(C(N)=O)(c2ccccc2)C1,0.5440804526387341,3.4484915947526993,[BOS]C[C@@H](c1ccc2ccccc2c1)n1nnnc1N1CC[C@@](C(N)=O)(c2ccccc2)C1[EOS],42
11.2,Cc1ccnc(-c2cccc(NC(=O)C3CC3c3ccc4ccccc4c3)c2)n1,0.5201148545889015,2.8828921791873654,[BOS]Cc1ccnc(-c2cccc(NC(=O)[C@H]3C[C@@H]3c3ccc4ccccc4c3)c2)n1[EOS][EOS][EOS][EOS],42
12.5,O=C1CCc2c(Oc3cccc(C(=O)N4CCc5cc[nH]c(=O)c5C4)c3)cccc21,0.729896849477182,2.6320384889716113,[BOS]O=C1CCc2c(Oc3cccc(C(=O)N4CCc5cc[nH]c(=O)c5C4)c3)cccc21[EOS][EOS][EOS][EOS],42
12.9,O=C(c1ccc(C(=O)N2Cc3[nH]nc(C(=O)N4CCOCC4)c3C2)cc1)N1CCCCC1,0.7875906943246339,2.4703324619989147,[BOS]O=C(c1ccc(C(=O)N2Cc3[nH]nc(C(=O)N4CCOCC4)c3C2)cc1)N1CCCCC1[EOS][EOS][EOS][EOS],42
12.4,O=C(CC1Cc2ccccc2C1)Nc1cc(C2CCCCN2C(=O)C2CCc3ccccc32)[nH]n1,0.5569475319703007,3.46930465744971,[BOS]O=C(CC1Cc2ccccc2C1)Nc1cc([C@@H]2CCCCN2C(=O)[C@@H]2CCc3ccccc32)[nH]n1[EOS][EOS][EOS][EOS],42
10.8,CC(C(=O)NC(N=O)c1ccc(-c2cnco2)cc1)c1ccc(CC2CCCC2=O)cc1,0.5092085969591069,3.878776078214588,[BOS]C[C@H](C(=O)NC(N=O)c1ccc(-c2cnco2)cc1)c1ccc(C[C@H]2CCCC2=O)cc1[EOS],42
11.2,Cn1c(N2Cc3cc(F)c(F)cc3C2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,0.563371603908959,2.636395299706516,[BOS]Cn1c(N2Cc3cc(F)c(F)cc3C2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1[EOS][EOS][EOS],42
10.9,Cc1ccc(C(=O)NC2CCCC(Nc3cc[nH+]cc3-c3nn[n-]n3)C2)cc1F,0.6832406522388511,4.614301493990208,[BOS]Cc1ccc(C(=O)N[C@H]2CCC[C@H](Nc3cc[nH+]cc3-c3nn[n-]n3)C2)cc1F[EOS][EOS],42
11.6,O=C(NCC1CCC2=c3ccccc3=NC2C1)N(CCc1ccccc1)Cc1ccccc1,0.5944681292424112,3.3951726728121567,[BOS]O=C(NC[C@@H]1CCC2=c3ccccc3=N[C@@H]2C1)N(CCc1ccccc1)Cc1ccccc1[EOS],42
12.3,O=C1NCCCC1c1ccc(-c2ccc3nnc(C4COc5ccccc5O4)n3c2)cc1,0.5376204564264692,3.461656597108991,[BOS]O=C1NCCC[C@@H]1c1ccc(-c2ccc3nnc([C@H]4COc5ccccc5O4)n3c2)cc1[EOS],42
11.1,NC(C1CCOCC1)C1CCc2c(cccc2-c2cccc3ccoc23)C1,0.7172434185096602,3.5215130837575543,[BOS]NC(C1CCc2c(-c3cccc4ccoc34)cccc2C1)C1CCOCC1[EOS],42
12.1,CC1Oc2cc(-c3nc(Cc4cccc5ccccc45)no3)ccc2NC1=O,0.5839616950131632,2.8708338801223583,[BOS]C[C@@H]1Oc2cc(-c3nc(Cc4cccc5ccccc45)no3)ccc2NC1=O[EOS][EOS][EOS],42
11.2,Cn1cc2ccc(-c3nncc4cc(C(F)(F)F)ccc34)cc2n1,0.5258000645521249,2.617873527971918,[BOS]Cn1cc2ccc(-c3nncc4cc(C(F)(F)F)ccc34)cc2n1[EOS][EOS],42
12.0,O=C1Nc2c(-c3cc(F)cc(C(=O)N4CCCCC4)c3)cccc2S(=O)(=O)N1,0.8059392028235378,2.7373253635526336,[BOS]O=C1Nc2c(-c3cc(F)cc(C(=O)N4CCCCC4)c3)cccc2S(=O)(=O)N1[EOS][EOS],42
10.8,O=C(NC1CCCC1c1ccccc1)c1ccc2c(c1)C(=O)N(Cc1ccncc1)C2=O,0.6281538154602385,2.9507742985586454,[BOS]O=C(N[C@H]1CCC[C@@H]1c1ccccc1)c1ccc2c(c1)C(=O)N(Cc1ccncc1)C2=O[EOS][EOS],42
11.0,Cc1cc(C)n2nc(NCc3cccc(-c4ccc(F)cc4)c3)cc2n1,0.5789643651324954,2.2486805663867386,[BOS]Cc1cc(C)n2nc(NCc3cccc(-c4ccc(F)cc4)c3)cc2n1[EOS][EOS][EOS][EOS],42
11.7,CC1Oc2cc(-c3nc(Cc4cccc(C(F)(F)F)c4)no3)ccc2NC1=O,0.730905002464638,2.98521480253431,[BOS]C[C@@H]1Oc2cc(-c3nc(Cc4cccc(C(F)(F)F)c4)no3)ccc2NC1=O[EOS][EOS][EOS],42
11.6,O=C1CC(N2CCCC(CNc3ccc(Cc4nn[nH]n4)cc3)C2)C(=O)N1c1ccccc1F,0.51827628256691,3.361189543013877,[BOS]O=C1C[C@H](N2CCC[C@@H](CNc3ccc(Cc4nn[nH]n4)cc3)C2)C(=O)N1c1ccccc1F[EOS],42
12.0,CN1Cc2ccc(-c3nnc(C(F)(F)F)cc3-c3ccccc3)cc2C1=O,0.6720101384249598,2.4851901318785075,[BOS]CN1Cc2ccc(-c3nnc(C(F)(F)F)cc3-c3ccccc3)cc2C1=O[EOS],42
10.9,O=C1CN(c2ccc(NCc3ccccc3OCc3ccccc3)cn2)CCN1,0.6506551434155768,2.189210180912996,[BOS]O=C1CN(c2ccc(NCc3ccccc3OCc3ccccc3)cn2)CCN1[EOS],42
11.6,O=C(Nc1cccc(N2C(=O)NC3(CCC4(CC3)OCCO4)C2=O)c1)c1ccc(F)cc1F,0.689624542381415,3.4324398694453118,[BOS]O=C(Nc1cccc(N2C(=O)NC3(CCC4(CC3)OCCO4)C2=O)c1)c1ccc(F)cc1F[EOS],42
11.5,CC1CC(=O)NN=C1c1cc(F)ccc1COc1ccc(-c2ccc(O)nn2)c(F)c1F,0.6281613764504963,3.4249925056229884,[BOS]C[C@H]1CC(=O)NN=C1c1cc(F)ccc1COc1ccc(-c2ccc(O)nn2)c(F)c1F[EOS][EOS],42
10.9,c1ccc(OC2CNc3nc(NCC4CCCO4)nc(N4CCOCC4)c3C2)cc1,0.7497384230113016,3.5355803854269556,[BOS]c1ccc(O[C@H]2CNc3nc(NC[C@@H]4CCCO4)nc(N4CCOCC4)c3C2)cc1[EOS],42
10.9,O=C(NCC12CCCOC1CCN(C(=O)CCC1CNc3ccccc3C1)C2)c1cc(=O)[nH][nH]1,0.5173854516565409,4.289822199296699,[BOS]O=C(NC[C@@]12CCCO[C@@H]1CCN(C(=O)CC[C@H]1CNc3ccccc3C1)C2)c1cc(=O)[nH][nH]1[EOS][EOS][EOS][EOS],42
11.8,CN1CCc2cc(NCc3ccccc3OCc3ccc(F)cc3F)ccc2C1=O,0.6380715564683889,2.2591330667274576,[BOS]CN1CCc2cc(NCc3ccccc3OCc3ccc(F)cc3F)ccc2C1=O[EOS][EOS][EOS][EOS],42
10.9,CC(C(=O)Nc1ccc2c(c1)C(=O)NCCO2)c1cccc(Oc2ccccc2)c1,0.6655028042155502,2.7076847959652426,[BOS]C[C@H](C(=O)Nc1ccc2c(c1)C(=O)NCCO2)c1cccc(Oc2ccccc2)c1[EOS],42
11.3,O=C(NCC1CC(c2ccc3c(c2)CCO3)=NO1)Nc1ncc(-c2ccccc2F)s1,0.6253829842974657,3.1547393189004556,[BOS]O=C(NC[C@H]1CC(c2ccc3c(c2)CCO3)=NO1)Nc1ncc(-c2ccccc2F)s1[EOS][EOS][EOS],42
11.3,O=C(c1ccc2cc(F)ccc2c1)N1CCC(C(=O)N2CCN(c3ccccc3)CC2)CC1,0.6076232585738868,2.078942487705813,[BOS]O=C(c1ccc2cc(F)ccc2c1)N1CCC(C(=O)N2CCN(c3ccccc3)CC2)CC1[EOS][EOS][EOS][EOS],42
11.4,O=C(C1CC(c2ccccc2)=C(c2ccc(C(F)(F)C(F)F)cc2)C1)N1CCNCC1,0.6890410316711415,3.2392992570392396,[BOS]O=C([C@H]1CC(c2ccc(C(F)(F)C(F)F)cc2)=C(c2ccccc2)C1)N1CCNCC1[EOS][EOS][EOS][EOS],42
10.9,Cc1ccnc(-c2cccc(NCc3nn(-c4ccc(F)cc4)c4c3CCC4)c2)n1,0.5197881741938029,2.47474099078015,[BOS]Cc1ccnc(-c2cccc(NCc3nn(-c4ccc(F)cc4)c4c3CCC4)c2)n1[EOS],42
12.7,CN1Cc2ccc(-c3ccc4c(c3)N(c3ccc5c(c3F)C(=O)NS5(=O)=O)CC4(C)C)cc2C1=O,0.5869673555928769,3.2878772665958307,[BOS]CN1Cc2ccc(-c3ccc4c(c3)N(c3ccc5c(c3F)C(=O)NS5(=O)=O)CC4(C)C)cc2C1=O[EOS],42
12.8,O=C(NC1C2Cc3c(-c4cnc5ccccc5c4)cccc3C21)c1ccncc1F,0.5555645589851667,3.5350067480034806,[BOS]O=C(N[C@@H]1[C@H]2Cc3c(-c4cnc5ccccc5c4)cccc3[C@@H]21)c1ccncc1F[EOS][EOS][EOS],42
12.0,O=C(c1ccc(-c2n[nH]c(Cc3cc4c(cc3Cl)OCO4)n2)cc1)N1CCCCC1,0.6823884510898268,2.428269836933996,[BOS]O=C(c1ccc(-c2n[nH]c(Cc3cc4c(cc3Cl)OCO4)n2)cc1)N1CCCCC1[EOS],42
11.3,O=C(Nc1cc2c([nH]c1=O)CCCC2)C1C2Cc3ccccc3C21,0.8936017052992191,3.5624648798946703,[BOS]O=C(Nc1cc2c([nH]c1=O)CCCC2)[C@@H]1[C@@H]2Cc3ccccc3[C@H]21[EOS][EOS][EOS],42
11.2,CC1Oc2c(cccc2-c2nc(C3CCc4ccccc43)no2)NC1=O,0.7671827267429544,3.437061955512749,[BOS]C[C@@H]1Oc2c(cccc2-c2nc([C@@H]3CCc4ccccc43)no2)NC1=O[EOS],42
11.4,O=C(Nc1cc(S(=O)(=O)N2CC3CC(C2)c2cccc(=O)n2C3)ccc1Cl)c1ccc(Cl)cc1,0.5606278082297649,3.816001490108235,[BOS]O=C(Nc1cc(S(=O)(=O)N2C[C@H]3C[C@@H](C2)c2cccc(=O)n2C3)ccc1Cl)c1ccc(Cl)cc1[EOS],42
