SMILES,DS,QED,SA,SIM
CC(=O)NCC(=O)NCC(=O)NC(=O)C(C)(C)CN(C)C(=O)NCC1CCN(C(C)=O)CC1,8.6,0.3331647831750662,0.7942373585921282,0.11378312446689999
Cc1ccc(C(=O)Nc2nccn(C)c2=O)c(O)c1C(=O)Nc1ccc(C(F)(F)F)cn1,9.5,0.5646903631680973,0.819953322462933,0.21993437623517872
N[C@H](C(=O)CNc1cccc(F)c1)C(=O)N1CCCC1,6.9,0.7801675250645638,0.7983164934868346,0.21487310801493645
CNC(=O)c1cc(-c2ccc(C)c([C@@H](OS(=O)(=O)C(F)(F)F)N3CC[C@@H]3c3ccccc3)c2)ccc1C,9.5,0.31485322694725204,0.7107406089968982,0.10629501277593603
COc1ccc(Cl)cc1-c1cc(C(=O)c2ccc(O)c(C)c2)ccc1C(=O)c1cc(C)[nH]c(=O)n1,11.7,0.37411849642516853,0.8155276559011946,0.17848582854505482
CCN1C(=O)N[C@H](C(=O)c2ccccc2F)C(CNC(=O)c2ccccc2O)=C1C,9.1,0.6368182606627675,0.7624393888532083,0.22091857308897897
COc1ccc(OC(F)(F)F)c(CC(C)(C)CC(=O)c2nnc3cccc(C)n23)c1,9.0,0.5135928966364568,0.7850225225246079,0.1814318960707222
Cc1cc(=O)n(-c2ccc(SCNC(=O)Oc3ccccc3)cc2)cn1,7.8,0.5527788368512364,0.839030227666431,0.18088127979966634
O=C(CCN1CCC2=C(C1)[C@H](C(=O)C1Cc3ccccc3C1)[NH+]=N2)NC(=O)c1cc[n+](C2CCCC2)cc1,10.8,0.5499585598699157,0.6361731168434341,0.18892917963027217
CC1(C#N)NC(=O)N(CN2CCN(S(=O)(=O)c3ccccc3)CC2)C1=O,8.5,0.7261714033431061,0.7684215958548781,0.23715246016396155
COc1ccc(N(CCC[C@H](C)CCCO)NC(=O)/C=C(\C)c2ccc(F)c(O)c2)cc1,8.7,0.3274007138521598,0.7454632489190629,0.10616836193329338
CCCCN(C(=O)c1cccc(-c2ccno2)c1)c1cc(C(=O)c2sc(N)nc2CC)cn(C)c1=O,9.7,0.3359501328994203,0.7615321075801543,0.1240808541831333
Cc1noc(C)c1C(=O)N[C@H](CNC(=O)N1CCC(C)CC1)C(=O)N1CCCC1,9.1,0.7709770099086485,0.786372407297675,0.27585514650012743
CCc1nc(N)sc1C(=O)c1ccc([S@+]([O-])CC(=O)NCc2c(C)noc2C)cc1,8.3,0.400964114726597,0.6896245603082591,0.11475360104685373
CNC(=O)c1cc(-c2ccc(C(=O)C3Cc4ccccc4C3)cc2)ccc1C,10.6,0.6822901879580994,0.8763211488836359,0.316889820333241
CCc1cc(=O)[nH]c(Nc2ccc([C@H](C)NC(=O)N3CCOCC3)cc2)n1,9.9,0.7480988865557817,0.7812843310256257,0.28931657937125593
Cc1ccc(Cl)c(C(=O)NC(=O)C(=O)C[S@@+]([O-])CCNC(=O)c2ccccc2Cl)c1,9.1,0.45494168601908697,0.7381666882948772,0.15279937296987875
O=C(NC[C@@H]1[NH+]=NC2=C1CNCC2)c1ccccc1Cl,8.8,0.7463663830991556,0.6761590001181345,0.22205143281996997
CS(=O)(=O)N(CC(=O)NC(=O)c1ccc(C(N)=O)cc1)Cc1ccccc1OCCO,8.4,0.4561979931887938,0.854234369785757,0.16367400218784567
CNC(=O)c1cc(C2C(=O)NCN2C(=O)C2Cc3ccccc3C2)ccc1C,9.9,0.8550719599271683,0.7620910740882034,0.3225631406399825
CCN(S[C@H](C)NC(=O)N1CCOCC1)C(=O)CC(=O)C1Cc2ccccc2C1,9.3,0.41662012586001,0.7112293224993055,0.1377852891825705
Cn1ccnc(NC(=O)c2ccc3[nH]c(=O)[nH]c3c2)c1=O,8.6,0.6239634058330694,0.848819258746708,0.22774182691844788
CC(CC(F)(F)F)NC(=O)C[C@H](CO)C1CCN(S(C)(=O)=O)CC1,6.9,0.6990562885650189,0.7110099349721989,0.17147740836470968
